bin	tax_gtdb.r220
001-SG-02.bin.2.344	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylotetracoccus;s__
001-SG-02.bin.2.345	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__WHSN01;s__
001-SG-02.bin.2.349	d__Bacteria;p__Planctomycetota;c__SZUA-567;o__H5-PLA8;f__H5-PLA8;g__;s__
001-SG-02.bin.2.35	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__JADLHS01;s__
001-SG-02.bin.2.350	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__
001-SG-02.bin.2.353	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__;s__
001-SG-02.bin.2.354	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Limnoglobus;s__Limnoglobus sp016795225
001-SG-02.bin.2.355	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Polyangium;s__
001-SG-02.bin.2.356	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__J045;f__J045;g__JAJFTU01;s__
001-SG-02.bin.2.359	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__
001-SG-02.bin.2.360	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Inhella;s__
001-SG-02.bin.2.365	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__QKMZ01;s__
001-SG-02.bin.2.366	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__JAGQHB01;s__
001-SG-02.bin.2.367	d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAGFJO01;g__;s__
001-SG-02.bin.2.369	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__;s__
001-SG-02.bin.2.37	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
001-SG-02.bin.2.370	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__
001-SG-02.bin.2.371	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__Nitrospira_A sp900696505
001-SG-02.bin.2.372	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADIYW01;g__;s__
001-SG-02.bin.2.373	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__
001-SG-02.bin.2.374	d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAGFJO01;g__;s__
001-SG-02.bin.2.376	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__UBA2376;s__
001-SG-02.bin.2.377	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia_A;s__
001-SG-02.bin.2.378	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__QY30;s__
001-SG-02.bin.2.379	d__Bacteria;p__Patescibacteria;c__JAUYIX01;o__;f__;g__;s__
001-SG-02.bin.2.380	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__CAINMV01;g__;s__
001-SG-02.bin.2.381	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA12088;g__;s__
001-SG-02.bin.2.382	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UTPLA1;g__;s__
001-SG-02.bin.2.383	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__Competibacter phosphatis
001-SG-02.bin.2.384	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__JAIBCL01;s__
001-SG-02.bin.2.387	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae;g__;s__
001-SG-02.bin.2.388	d__Bacteria;p__Myxococcota;c__WYAZ01;o__WYAZ01;f__WYAZ01;g__;s__
001-SG-02.bin.2.389	d__Bacteria;p__Bdellovibrionota;c__FAC87;o__UBA2466;f__UBA2466;g__;s__
001-SG-02.bin.2.390	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Villigracilis;s__
001-SG-02.bin.2.391	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Chloracidobacteriales;f__Chloracidobacteriaceae;g__JACQXX01;s__
001-SG-02.bin.2.392	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Chloracidobacteriales;f__Chloracidobacteriaceae;g__JAIBAN01;s__JAIBAN01 sp019695185
001-SG-02.bin.2.393	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JAEUOS01;g__JAEUOS01;s__
001-SG-02.bin.2.395	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__
001-SG-02.bin.2.396	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JADJOM01;s__
001-SG-02.bin.2.399	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__CANJIV01;s__
001-SG-02.bin.2.4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__
001-SG-02.bin.2.40	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADIYW01;g__JADJSS01;s__
001-SG-02.bin.2.401	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JABFRG01;s__
001-SG-02.bin.2.402	d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAIBBU01;g__JAIBBU01;s__JAIBBU01 sp019694515
001-SG-02.bin.2.403	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-5;g__;s__
001-SG-02.bin.2.404	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__SLHB01;g__JABWCD01;s__
001-SG-02.bin.2.405	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAHBZM01;s__
001-SG-02.bin.2.410	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__UBA6659;s__
001-SG-02.bin.2.412	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__FEB-7;s__FEB-7 sp026125445
001-SG-02.bin.2.414	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__JAEUJQ01;s__
001-SG-02.bin.2.415	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__FEB-7;s__
001-SG-02.bin.2.416	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__UBA6136;s__
001-SG-02.bin.2.417	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__
001-SG-02.bin.2.418	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_D;s__
001-SG-02.bin.2.420	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
001-SG-02.bin.2.421	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__
001-SG-02.bin.2.422	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__FEN-1173;f__FEN-1173;g__JADKHR01;s__
001-SG-02.bin.2.423	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
001-SG-02.bin.2.426	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio;s__
001-SG-02.bin.2.427	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__JAEUJZ01;g__;s__
001-SG-02.bin.2.429	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__PALSA-1081;s__PALSA-1081 sp003963305
001-SG-02.bin.2.43	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__UBA10799;g__JADKAV01;s__
001-SG-02.bin.2.430	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Micropruina;s__Micropruina glycogenica
001-SG-02.bin.2.431	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__;s__
001-SG-02.bin.2.432	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CACIAM-22H2;f__CACIAM-22H2;g__JAEUKZ01;s__
001-SG-02.bin.2.435	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__;s__
001-SG-02.bin.2.437	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__
001-SG-02.bin.2.438	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__
001-SG-02.bin.2.439	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Chloracidobacteriales;f__Chloracidobacteriaceae;g__;s__
001-SG-02.bin.2.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
001-SG-02.bin.2.440	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__JAEUJZ01;g__JAEUKA01;s__
001-SG-02.bin.2.441	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineosporiaceae;g__R-H-3;s__
001-SG-02.bin.2.442	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__
001-SG-02.bin.2.443	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodoplanes;s__Rhodoplanes sp016793685
001-SG-02.bin.2.445	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAISIP01;s__CAISIP01 sp016790475
001-SG-02.bin.2.45	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2103;g__C7867-001;s__
001-SG-02.bin.2.46	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Noda2021;s__
001-SG-02.bin.2.47	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__
001-SG-02.bin.2.48	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__Accumulibacter sp023806635
001-SG-02.bin.2.51	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__PALSA-1337;g__;s__
001-SG-02.bin.2.53	d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAGFJO01;g__;s__
001-SG-02.bin.2.54	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__
001-SG-02.bin.2.55	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__
001-SG-02.bin.2.56	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__UBA2796;g__JAJPHV01;s__
001-SG-02.bin.2.57	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__JADLFH01;s__
001-SG-02.bin.2.58	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__Acherontichlamydia;s__
001-SG-02.bin.2.6	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__JARXAH01;s__
001-SG-02.bin.2.60	d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__;g__;s__
001-SG-02.bin.2.61	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__GCA-016699835;s__
001-SG-02.bin.2.62	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__
001-SG-02.bin.2.63	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JAHBK01;s__JAHBK01 sp937871415
001-SG-02.bin.2.66	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__
001-SG-02.bin.2.67	d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__UBA7694;f__JACMQJ01;g__;s__
001-SG-02.bin.2.68	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__VRUD01;g__;s__
001-SG-02.bin.2.69	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Zambryskibacteraceae;g__JAHFLV01;s__
001-SG-02.bin.2.70	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11320;g__UBA11320;s__
001-SG-02.bin.2.71	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__
001-SG-02.bin.2.75	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__PNKZ01;g__JAEUIL01;s__
001-SG-02.bin.2.76	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Aved-18;s__
001-SG-02.bin.2.77	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Ribeiella;s__
001-SG-02.bin.2.79	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__SpSt-583;s__SpSt-583 sp016789165
001-SG-02.bin.2.80	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__UBA6136;s__
001-SG-02.bin.2.81	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__GWA1-39-11;g__JAUSNA01;s__
001-SG-02.bin.2.83	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__
001-SG-02.bin.2.85	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__CADEFT01;s__
001-SG-02.bin.2.86	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__JADJVL01;s__
001-SG-02.bin.2.87	d__Bacteria;p__Omnitrophota;c__Koll11;o__2-02-FULL-51-18;f__JAGOUK01;g__JAGOUK01;s__
001-SG-02.bin.2.88	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__JABWAM01;f__JABWAM01;g__JABDCI01;s__
001-SG-02.bin.2.89	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JAICJJ01;s__
001-SG-02.bin.2.9	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JACPYM01;s__
001-SG-02.bin.2.91	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__CAILAD01;f__JAUYJX01;g__;s__
001-SG-02.bin.2.94	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
001-SG-02.bin.2.95	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__21-14-0-10-47-8;s__
001-SG-02.bin.2.96	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__DSVQ01;s__
001-SG-02.bin.2.97	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JAEUIX01;s__JAEUIX01 sp026126345
001-SG-02.bin.2.98	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__JAEUJZ01;g__;s__
001-SG-02.bin.2.99	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__;s__
001-SG-02.bin.3.100	Unclassified Bacteria
001-SG-02.bin.3.12	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__
001-SG-02.bin.3.133	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__JAEUJZ01;g__JANWXW01;s__
001-SG-02.bin.3.139	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__JAEUJZ01;g__;s__
001-SG-02.bin.3.145	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__HdN1;s__
001-SG-02.bin.3.148	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__UBA2316;s__
001-SG-02.bin.3.15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
001-SG-02.bin.3.154	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__;s__
001-SG-02.bin.3.163	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__F11;g__JAJVIP01;s__
001-SG-02.bin.3.171	d__Bacteria;p__Bdellovibrionota;c__JAJCYS01;o__;f__;g__;s__
001-SG-02.bin.3.193	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__UBA2376;s__
001-SG-02.bin.3.2	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__;s__
001-SG-02.bin.3.223	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__JAEUJZ01;g__JAEUJZ01;s__
001-SG-02.bin.3.226	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio;s__
001-SG-02.bin.3.232	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__UBA6663;s__
001-SG-02.bin.3.251	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera aminoaromatica
001-SG-02.bin.3.266	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__CAIMTB01;g__CAIMTB01;s__
001-SG-02.bin.3.275	d__Bacteria;p__Bdellovibrionota;c__FAC87;o__UBA2466;f__UBA2466;g__;s__
001-SG-02.bin.3.30	d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__Fredricksoniimonadaceae;g__;s__
001-SG-02.bin.3.303	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea sp016789125
001-SG-02.bin.3.304	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JADJOM01;s__
001-SG-02.bin.3.309	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
001-SG-02.bin.3.331	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
001-SG-02.bin.3.333	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Agitococcus;s__
001-SG-02.bin.3.353	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SCOH01;g__CALMFQ01;s__
001-SG-02.bin.3.365	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Palsa-1104;g__;s__
001-SG-02.bin.3.373	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ideonella;s__
001-SG-02.bin.3.375	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__UBA2376;s__
001-SG-02.bin.3.385	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__;s__
001-SG-02.bin.3.388	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__UBA6663;s__
001-SG-02.bin.3.39	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__F1-60-MAGs163;s__
001-SG-02.bin.3.399	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia_A;s__
001-SG-02.bin.3.403	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Fredericiella;s__
001-SG-02.bin.3.405	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__FEN-1143;s__
001-SG-02.bin.3.411	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__SSF14;s__
001-SG-02.bin.3.455	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis
001-SG-02.bin.3.459	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JADJOM01;s__
001-SG-02.bin.3.462	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Fredericiella;s__
001-SG-02.bin.3.467	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__;s__
001-SG-02.bin.3.47	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__
001-SG-02.bin.3.501	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__;s__
001-SG-02.bin.3.52	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__
001-SG-02.bin.3.538	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__F11;g__;s__
001-SG-02.bin.3.543	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
001-SG-02.bin.3.545	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01;s__
001-SG-02.bin.3.566	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
001-SG-02.bin.3.606	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JADZEF01;s__
001-SG-02.bin.3.607	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__
001-SG-02.bin.3.617	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__CADEFT01;s__
001-SG-02.bin.3.635	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA6669;s__UBA6669 sp016794725
001-SG-02.bin.3.652	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__CFX5;s__
001-SG-02.bin.3.665	d__Bacteria;p__Bdellovibrionota;c__UBA2394;o__UBA2394;f__UBA2394;g__JAQBPA01;s__
001-SG-02.bin.3.666	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JADLDI01;s__
001-SG-02.bin.3.692	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077523;s__
001-SG-02.bin.3.702	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__CADEFT01;s__
001-SG-02.bin.3.714	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__JAEUMZ01;s__
001-SG-02.bin.3.776	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__
001-SG-02.bin.3.788	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Urbifossiella;s__
001-SG-02.bin.3.793	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__
001-SG-02.bin.3.802	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Baekduia;s__
001-SG-02.bin.3.815	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__
001-SG-02.bin.3.82	d__Bacteria;p__UBA10199;c__UBA10199;o__DSSB01;f__DSSB01;g__;s__
001-SG-02.bin.3.838	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__21-14-0-10-47-8;s__
001-SG-02.bin.3.87	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__HRBIN30;f__CADEER01;g__JAHBUY01;s__
001-SG-02.bin.3.876	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SIAF01;s__
001-SG-02.bin.3.90	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__
001-SG-02.bin.3.911	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__JABDDW01;f__JABDDW01;g__;s__
001-SG-02.bin.4.1066	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
